ENTRY,DELTAG,UNCERTAINTY,CHARGE,REASON ENERGY COULD NOT BE ESTIMATED,,,,,,
C00520,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00521,53.49,1.36417,0,,,,,,,
C00522,-159.58,0.493225,-1,,,,,,,
C00523,-42.82,7.18123,0,,,,,,,
C00524,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00525,-25,1.57896,0,,,,,,,
C00526,-145.43,1.80441,0,,,,,,,
C00527,-860.42,3.57657,-4,,,,,,,
C00528,-542.03,4.85968,1,,,,,,,
C00530,-49.38,0.882045,0,,,,,,,
C00531,-842.64,3.58543,-4,,,,,,,
C00532,-189.02,0.79901,0,,,,,,,
C00533,11.8205,0.71845,0,,,,,,,
C00534,-32.18,1.66412,1,,,,,,,
C00535,-24.99,6.87186,0,,,,,,,
C00536,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C00538,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00539,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00540,-731.35,3.67452,-3,,,,,,,
C00541,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C00542,-154.91,0.955805,0,,,,,,,
C00543,-1.35,0.926026,1,,,,,,,
C00544,-128.84,1.07086,-1,,,,,,,
C00545,-232.24,0.696223,-1,,,,,,,
C00546,-59.99,0.323521,0,,,,,,,
C00547,-88.41,1.12943,1,,,,,,,
C00548,-47.35,0.889963,0,,,,,,,
C00549,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00550,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00551,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00552,-239.04,0.454339,-2,,,,,,,
C00553,-23.31,1.05603,0,,,,,,,
C00555,-31.79,0.367003,1,,,,,,,
C00556,-8.28,0.790983,0,,,,,,,
C00557,-17.38,1.03025,0,,,,,,,
C00558,-262.39,1.29767,-1,,,,,,,
C00559,-5.51,2.98501,0,,,,,,,
C00560,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00561,4.68,4.98592,0,,,,,,,
C00562,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00563,-384.52,2.47471,-2,,,,,,,
C00565,4.55,1.21484,1,,,,,,,
C00566,-979.52,3.61158,-5,,,,,,,
C00568,-48.99,0.945506,-1,,,,,,,
C00569,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00570,-536.39,1.98758,-1,,,,,,,
C00571,14.49,1.26897,1,,,,,,,
C00572,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00573,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C00574,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00575,-191.87,3.79548,-1,,,,,,,
C00576,21.67,1.96632,1,,,,,,,
C00577,-106.7,0.348594,0,,,,,,,
C00578,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00579,-27.348,1.47715,0,,,,,,,
C00580,1.47,0.771443,0,,,,,,,
C00581,-75.84,1.52281,0,,,,,,,
C00582,-748.96,3.62421,-3,,,,,,,
C00583,-79.95,0.326348,0,,,,,,,
C00584,-112.91,1.45179,-1,,,,,,,
C00585,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00586,-178.44,1.37216,0,,,,,,,
C00587,-92.53,0.894593,-1,,,,,,,
C00588,-200.31,1.97179,0,,,,,,,
C00589,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00590,-51.81,1.31247,0,,,,,,,
C00591,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00593,-152.533,0.760454,-1,,,,,,,
C00596,-82.8,0.864982,-1,,,,,,,
C00597,-371.9,0.290854,-2,,,,,,,
C00599,20.58,6.90065,0,,,,,,,
C00601,2.82,0.797918,0,,,,,,,
C00602,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00603,-163.98,0.971189,-1,,,,,,,
C00604,92.14,3.29163,0,,,,,,,
C00605,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00606,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C00607,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C00608,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00609,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00611,-371.11,3.05383,0,,,,,,,
C00612,-24.81,1.28715,2,,,,,,,
C00613,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00614,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00615,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00616,-300.28,2.64525,-1,,,,,,,
C00617,-805.77,3.08989,-3,,,,,,,
C00618,-260.64,0.719115,-1,,,,,,,
C00619,14.85,6.94241,0,,,,,,,
C00620,-394.12,1.31756,-1,,,,,,,
C00621,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00623,-328.68,0.378192,-1,,,,,,,
C00624,-193.73,0.730848,-2,,,,,,,
C00625,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00626,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00627,-279.93,1.66017,-1,,,,,,,
C00628,-132.01,1.0939,-1,,,,,,,
C00629,-258.18,0.742035,-1,,,,,,,
C00630,-784.4,3.55604,-3,,,,,,,
C00631,-371.9,0.290854,-2,,,,,,,
C00632,-88.47,1.12185,-1,,,,,,,
C00633,-39.83,0.902703,0,,,,,,,
C00634,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C00635,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C00636,-430.78,1.50566,-1,,,,,,,
C00637,28.87,1.56393,0,,,,,,,
C00638,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00639,-119.47,1.55833,-1,,,,,,,
C00640,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00641,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00642,-89.36,0.86626,-1,,,,,,,
C00643,-64.48,1.57029,0,,,,,,,
C00644,-437.94,0.909703,-1,,,,,,,
C00645,-212.63,1.63473,0,,,,,,,
C00647,-244.68,1.65739,0,,,,,,,
C00648,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00650,-34.8,5.00194,0,,,,,,,
C00651,-144.73,0.654979,-1,,,,,,,
C00652,-179.36,1.09081,0,,,,,,,
C00653,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C00655,-364.43,2.78495,-1,,,,,,,
C00657,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00658,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00659,-151.56,0.452365,-1,,,,,,,
C00660,-643.28,1.49389,-2,,,,,,,
C00661,-319.2,0.314914,-1,,,,,,,
C00662,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00663,-430.78,1.50566,-1,,,,,,,
C00664,-106.95,3.2377,-2,,,,,,,
C00665,-644.17,1.29798,-2,,,,,,,
C00666,-163.68,0.604949,0,,,,,,,
C00667,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00668,-430.78,1.50566,-1,,,,,,,
C00669,-190.374,1.03631,-1,,,,,,,
C00670,-254.99,2.05765,0,,,,,,,
C00671,-109.64,0.396045,-1,,,,,,,
C00672,-354.28,1.17941,-1,,,,,,,
C00673,-354.28,1.17941,-1,,,,,,,
C00674,-36.26,7.19468,0,,,,,,,
C00675,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00676,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00677,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00678,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00679,-263.36,0.529171,-2,,,,,,,
C00680,-163.68,0.604949,0,,,,,,,
C00681,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00682,-108.82,1.06928,-1,,,,,,,
C00683,-863.85,3.54606,-4,,,,,,,
C00684,-183.72,0.442672,-1,,,,,,,
C00685,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00686,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00687,-680.33,2.86294,-2,,,,,,,
C00688,-680.33,2.86294,-2,,,,,,,
C00689,-589.26,2.98672,-1,,,,,,,
C00691,-213.4,1.28396,0,,,,,,,
C00692,-958.02,3.90679,-4,,,,,,,
C00693,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00694,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00695,-165.99,7.10531,-1,,,,,,,
C00696,-112.91,1.45179,-1,,,,,,,
C00697,4.4694,0.5,0,,,,,,,
C00698,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C00700,-780.43,2.79562,-3,,,,,,,
C00701,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00703,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C00704,3.9197,0.5,0,,,,,,,
C00705,-513.54,1.83592,-2,,,,,,,
C00706,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00707,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C00708,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C00709,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00711,-201,0.310287,-2,,,,,,,
C00712,-38.47,1.33018,-1,,,,,,,
C00713,-535.24,4.52507,0,,,,,,,
C00714,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C00715,33.38,2.76536,0,,,,,,,
C00716,-124.15,0.312619,0,,,,,,,
C00717,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00718,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C00719,-31.03,1.96262,0,,,,,,,
C00720,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00721,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C00722,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00723,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00725,-63.98,1.55567,-1,,,,,,,
C00726,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00727,-51.01,1.06704,0,,,,,,,
C00728,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00729,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C00731,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00732,-115.19,1.24109,0,,,,,,,
C00734,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00735,-130.78,6.83014,0,,,,,,,
C00736,-83.394,0.697389,0,,,,,,,
C00737,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00738,-218.28,1.54422,0,,,,,,,
C00739,-84.04,0.559228,1,,,,,,,
C00740,-124.15,0.312619,0,,,,,,,
C00741,-61.64,0.458926,0,,,,,,,
C00742,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C00744,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C00745,80.59,1.7132,0,,,,,,,
C00746,-308.05,6.25943,0,,,,,,,
C00747,44.52,1.60883,0,,,,,,,
C00748,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C00750,15.6,2.04072,4,,,,,,,
C00751,161.68,3.15853,0,,,,,,,
C00752,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00753,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C00754,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00755,-64.66,1.15841,0,,,,,,,
C00756,-33.81,0.636781,0,,,,,,,
C00757,-7.68,4.62176,1,,,,,,,
C00758,-84.62,3.03048,0,,,,,,,
C00759,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00760,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C00761,-210.29,2.13506,0,,,,,,,
C00762,-124.22,6.83963,0,,,,,,,
C00763,-62.54,0.943971,-1,,,,,,,
C00764,-217.61,1.3695,0,,,,,,,
C00765,-909.73,14.0976,0,,,,,,,
C00766,4.63,2.0662,0,,,,,,,
C00767,-311.88,0.823313,-2,,,,,,,
C00768,-45.63,1.132,0,,,,,,,
C00769,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00770,-268.66,0.889648,-1,,,,,,,
C00771,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00772,-139.28,1.07789,0,,,,,,,
C00773,-298.19,3.94275,-1,,,,,,,
C00774,-121.43,2.15119,0,,,,,,,
C00775,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00777,26.13,2.67485,-1,,,,,,,
C00778,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C00779,-107.65,1.58832,0,,,,,,,
C00780,15.16,1.56627,1,,,,,,,
C00783,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C00785,-26.85,1.29588,-1,,,,,,,
C00786,-99.16,2.25237,0,,,,,,,
C00787,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00788,-79.86,1.43495,1,,,,,,,
C00789,-680.9,2.15192,-2,,,,,,,
C00791,-6.19,2.79874,0,,,,,,,
C00792,-73.77,1.56283,1,,,,,,,
C00793,-83.394,0.697389,0,,,,,,,
C00794,-225.44,0.98839,0,,,,,,,
C00795,-217.61,1.3695,0,,,,,,,
C00796,-105.4,4.02363,-2,,,,,,,
C00797,-8.28,0.240844,1,,,,,,,
C00798,-784.18,3.50678,-3,,,,,,,
C00799,10.4,2.17411,0,,,,,,,
C00800,-268.66,0.889648,-1,,,,,,,
C00801,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00802,-153.5,1.01716,-1,,,,,,,
C00803,-81.89,0.305911,-1,,,,,,,
C00804,19.2,5.27848,-1,,,,,,,
C00805,-92.53,0.894593,-1,,,,,,,
C00806,-25,1.57896,0,,,,,,,
C00807,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00808,-36.69,6.17023,0,,,,,,,
C00809,-36.69,6.17023,0,,,,,,,
C00810,-72.12,0.345267,0,,,,,,,
C00811,-71.75,1.10005,-1,,,,,,,
C00812,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00813,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C00814,-93.39,2.35176,0,,,,,,,
C00815,-202.61,0.416598,-2,,,,,,,
C00816,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00817,-268.66,0.889648,-1,,,,,,,
C00818,-311.88,0.823313,-2,,,,,,,
C00819,-121.69,0.606668,0,,,,,,,
C00820,-124.34,0.414886,0,,,,,,,
C00821,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00822,-111.23,1.32893,0,,,,,,,
C00823,-20.85,1.3275,0,,,,,,,
C00824,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C00825,-320.83,4.0052,5,,,,,,,
C00826,-161.4,1.3158,-1,,,,,,,
C00827,-822.25,3.55551,-3,,,,,,,
C00828,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00829,43.071,2.34009,0,,,,,,,
C00830,-189.68,0.464371,-2,,,,,,,
C00831,-135.144,1.57968,0,,,,,,,
C00832,-442.65,5.26975,5,,,,,,,
C00833,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00834,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00835,-34.72,2.64525,0,,,,,,,
C00836,-58.44,1.39353,1,,,,,,,
C00837,-125.68,3.33606,2,,,,,,,
C00839,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00840,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00841,-84.62,3.03048,0,,,,,,,
C00842,-723.12,2.95151,-2,,,,,,,
C00843,-16.75,0.97535,0,,,,,,,
C00844,-153.8,5.22031,0,,,,,,,
C00845,-785.2,4.20733,-3,,,,,,,
C00846,-189.74,0.388669,-2,,,,,,,
C00847,-112.2,1.66664,-1,,,,,,,
C00848,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C00849,-80.98,0.483029,0,,,,,,,
C00850,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00851,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00852,-282.98,1.71996,-1,,,,,,,
C00853,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C00854,-20.76,1.26006,0,,,,,,,
C00855,-75.91,0.815146,0,,,,,,,
C00856,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00857,-572.03,4.30267,-2,,,,,,,
C00858,-53.91,2.24933,0,,,,,,,
C00859,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C00860,-2.41,1.14372,1,,,,,,,
C00861,-181.19,0.718809,0,,,,,,,
C00862,-466.4,2.87692,-4,,,,,,,
C00863,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00864,-188.54,0.850688,-1,,,,,,,
C00865,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00866,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00868,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00869,-88.39,1.35077,-1,,,,,,,
C00870,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C00871,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00872,-167.37,0.33333,-1,,,,,,,
C00873,-277.41,7.00097,1,,,,,,,
C00875,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00876,-653.72,3.32613,-4,,,,,,,
C00877,-761.78,3.57546,-3,,,,,,,
C00878,-232.24,0.696223,-1,,,,,,,
C00879,-311.88,0.823313,-2,,,,,,,
C00880,-268.66,0.889648,-1,,,,,,,
C00881,-93.04,1.83795,0,,,,,,,
C00882,-539.494,3.4599,-2,,,,,,,
C00883,-535.24,4.52507,0,,,,,,,
C00884,-72.97,1.34751,0,,,,,,,
C00885,-169.49,1.40729,-2,,,,,,,
C00886,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00887,18.2552,1.5241,1,,,,,,,
C00888,-780.97,3.58314,-3,,,,,,,
C00889,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C00890,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C00891,3.18,7.25691,0,,,,,,,
C00892,-6.3,7.25774,0,,,,,,,
C00893,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00894,-764.06,3.55614,-3,,,,,,,
C00895,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00896,Not calculated,Not calculated,Not calculated,Unlabled atoms,,,,,,
C00897,-376.76,3.02215,0,,,,,,,
C00898,-239.04,0.454339,-2,,,,,,,
C00899,70.9,2.66618,0,,,,,,,
C00900,-153.18,0.443762,-1,,,,,,,
C00902,-107.83,0.399338,-1,,,,,,,
C00903,20.43,1.04708,0,,,,,,,
C00904,-901.69,3.59866,-4,,,,,,,
C00905,-262.39,1.29767,-1,,,,,,,
C00906,-72.07,1.44122,0,,,,,,,
C00907,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00908,-195.7,3.51297,5,,,,,,,
C00909,6.45,2.89857,-1,,,,,,,
C00910,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00911,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00912,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C00913,89.73,2.75878,0,,,,,,,
C00915,180.62,3.2747,2,,,,,,,
C00916,-256.55,1.98321,-1,,,,,,,
C00917,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00918,Not calculated,Not calculated,Not calculated,Involves groups with unknown energy,,,,,,
C00919,-102.31,2.08563,0,,,,,,,
C00920,-965.77,4.3296,-4,,,,,,,
C00921,-2.14,2.78346,-1,,,,,,,
C00922,-145.2,0.973731,-2,,,,,,,
C00923,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00924,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00925,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C00927,-221,3.95594,-1,,,,,,,
C00928,-39.004,0.67172,0,,,,,,,
C00929,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00930,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C00931,-118.18,1.36903,-1,,,,,,,
C00933,-59.92,2.65107,1,,,,,,,
C00934,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00935,-724.33,2.96697,-2,,,,,,,
C00936,-218.28,1.54422,0,,,,,,,
C00937,-70.47,0.279396,0,,,,,,,
C00938,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C00939,-40.07,3.11761,0,,,,,,,
C00940,-146.46,0.660992,-1,,,,,,,
C00941,-279.4,2.97884,-1,,,,,,,
C00942,-242.32,3.56573,-1,,,,,,,
C00943,-247.6,3.56811,-1,,,,,,,
C00944,-214.49,0.920613,-1,,,,,,,
C00946,-257.85,3.03334,-1,,,,,,,
C00947,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00948,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00949,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00950,-71.088,1.34386,0,,,,,,,
C00951,-23.54,4.32598,0,,,,,,,
C00952,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00953,Not calculated,Not calculated,Not calculated,No molfile exists for this compound.,,,,,,
C00954,-23.83,1.55926,-1,,,,,,,
C00955,19.39,1.56779,0,,,,,,,
C00956,-162.51,0.424839,-1,,,,,,,
C00957,-108.164,0.700296,-1,,,,,,,
C00958,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00959,-88.08,1.46808,-1,,,,,,,
C00960,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00961,-114.99,4.958,0,,,,,,,
C00962,-218.28,1.54422,0,,,,,,,
C00963,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
C00964,9.97,0.981597,0,,,,,,,
C00965,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers|Unlabled atoms,,,,,,
C00966,-149.1,0.487978,-1,,,,,,,
C00968,-152.03,3.79906,-1,,,,,,,
C00969,-68.66,0.271307,0,,,,,,,
C00971,-47.04,2.23459,0,,,,,,,
C00972,Not calculated,Not calculated,Not calculated,Involves psuedoatoms or polymers,,,,,,
