ENTRY,DELTAG,UNCERTAINTY,REASON ENERGY COULD NOT BE ESTIMATED
R00001,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R02558,-3.113,0.692797,
R02559,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R02560,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R02561,-95.9267,1.38919,
R02562,-95.9267,1.38919,
R02563,-4.5,0.23673,
R02564,-14.2805,1.16074,
R02565,-9.803,1.17612,
R02566,-9.803,1.17612,
R02567,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R02568,4.31,1.23134,
R02569,0,2,
R02570,0,2,
R02571,0,2,
R02572,0,2,
R02573,-6.74,2.32676,
R02574,-7.78,2.23483,
R02575,1.93,0.763721,
R02576,-5.294,1.25997,
R02577,5.22,1.06983,
R02580,2.21,1.10605,
R02581,2.3,1.11438,
R02583,-7.837,0.880078,
R02584,-4.5,0.23673,
R02585,-2.317,0.735634,
R02586,-4.5,0.23673,
R02587,-2.317,0.735634,
R02588,-3.113,0.692797,
R02589,-95.8267,1.31456,
R02590,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R02591,-4.813,0.694983,
R02592,Not calculated,Not calculated,Involves unknown structures
R02593,3.67,1.09642,
R02594,-1.7,0.632032,
R02595,-3.113,0.692797,
R02596,Not calculated,Not calculated,Involves unknown structures
R02597,-2.317,0.735634,
R02598,-4.813,0.694983,
R02599,-3.43,0.736571,
R02600,Not calculated,Not calculated,Involves unknown structures
R02601,-8.003,1.03869,
R02602,0.94,0.88314,
R02603,11.923,0.712902,
R02604,10.723,0.860467,
R02605,Not calculated,Not calculated,Involves groups with unknown energies
R02606,-11.923,0.712902,
R02607,6.22,1.09509,
R02609,13.57,1.55097,
R02610,13.57,1.55097,
R02611,5.22,1.06983,
R02612,Not calculated,Not calculated,Involves unknown structures
R02613,-24.0227,1.03587,
R02615,-14.6,1.84105,
R02616,-3.614,1.17862,
R02617,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R02618,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R02619,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R02620,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves groups with unknown energies
R02621,Not calculated,Not calculated,Involves groups with unknown energies
R02622,-4.723,0.88056,
R02623,-5.33,2.22272,
R02624,1.107,0.838025,
R02625,9.39,0.933915,
R02626,9.39,0.933915,
R02627,-6.74,2.32676,
R02628,4.78,1.12718,
R02630,-13.89,0.947877,
R02631,-13.89,0.947877,
R02632,-4.5,0.23673,
R02633,-4.5,0.23673,
R02634,-1.07,0.746895,
R02636,-1.29,0.608265,
R02637,8.68,1.14004,
R02639,8.68,1.14004,
R02640,3.76,1.07969,
R02642,Not calculated,Not calculated,Involves unknown structures
R02643,Not calculated,Not calculated,Involves unknown structures
R02644,-1.55,0.24,
R02645,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R02646,Not calculated,Not calculated,Involves unknown structures
R02648,-13.533,1.46949,
R02649,2.63,0.290389,
R02650,-4.5,0.23673,
R02651,-2,1.60921,
R02652,0,2,
R02654,-1.7,0.632032,
R02655,-9.803,1.17612,
R02656,-77.8597,1.36076,
R02657,41.5127,0.888379,
R02658,-4.5,0.23673,
R02659,4.023,1.28289,
R02660,-78.1137,1.62231,
R02661,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R02662,0,2,
R02663,Not calculated,Not calculated,Involves unknown structures
R02664,-4.5,0.23673,
R02665,-72.0097,1.62156,
R02666,-29.4497,3.26398,
R02667,-20.64,2.20641,
R02668,-12.813,0.560634,
R02669,-0.1,0.661856,
R02670,Not calculated,Not calculated,Charge imbalanced
R02671,Not calculated,Not calculated,Involves unknown structures
R02672,-4.09,0.595908,
R02673,-31.1297,0.94133,
R02675,Not calculated,Not calculated,Involves unknown structures
R02676,23.57,5.28902,
R02677,-9.313,0.746895,
R02678,-9.803,1.17612,
R02679,5.22,1.06983,
R02680,5.22,1.06983,
R02681,Not calculated,Not calculated,Charge imbalanced
R02682,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R02683,2.21,1.10605,
R02684,2.3,1.11438,
R02685,2.163,0.767366,
R02687,-2.143,0.675486,
R02688,-2.143,0.675486,
R02689,-1.7,0.632032,
R02691,-1.7,0.632032,
R02692,0,2,
R02693,0,2,
R02694,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R02695,-9.803,1.17612,
R02697,-9.803,1.17612,
R02698,-95.8267,1.31456,
R02699,-2.486,1.23168,
R02700,0,2,
R02701,-3.09,0.5417,
R02702,-92.0997,1.79826,
R02703,2.01,1.70129,
R02704,-13.89,0.947877,
R02705,-4.5,0.23673,
R02706,2.317,0.735634,
R02707,4.813,0.694983,
R02708,-94.3867,1.28103,
R02709,-1.7,0.632032,
R02711,-3.52,0.913741,
R02712,-4.723,0.88056,
R02713,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R02714,-5.723,1.23618,
R02715,-24.6297,1.46855,
R02716,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R02717,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R02718,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R02719,-2.317,0.735634,
R02720,-8.243,0.748021,
R02721,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced
R02722,-9.167,0.603166,
R02723,-94.3867,1.28103,
R02724,Not calculated,Not calculated,Involves unknown structures
R02725,Not calculated,Not calculated,Involves unknown structures
R02726,Not calculated,Not calculated,Involves unknown structures
R02727,-0.796,0.676477,
R02728,0,2,
R02729,-0.07,2.24648,
R02730,-2.317,0.735634,
R02731,-2.317,0.735634,
R02732,-4.5,0.23673,
R02733,-2.003,0.984391,
R02734,-0.463,0.848213,
R02735,0,2,
R02736,-2,1.60921,
R02737,-1.7,0.632032,
R02738,-13.89,0.947877,
R02739,0,2,
R02740,-0.89,0.608878,
R02741,-6.354,0.856942,
R02742,2.918,2.03765,
R02743,-3.14,1.00541,
R02744,2.143,0.675486,
R02745,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R02746,-2.143,0.675486,
R02747,-2.143,0.675486,
R02748,1.584,0.969017,
R02749,0,2,
R02750,4.5,0.23673,
R02751,-2.317,0.735634,
R02752,-8.167,0.693353,
R02754,0.75,0.292867,
R02755,8.687,1.31216,
R02756,3.76,1.07969,
R02757,-4.5,0.23673,
R02758,-4.5,0.23673,
R02760,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R02762,-9.803,1.17612,
R02763,0.98,0.730562,
R02764,-5.757,1.20727,
R02765,0,2,
R02766,3.76,1.07969,
R02767,3.76,1.07969,
R02768,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R02769,12.507,1.17005,
R02770,0,2,
R02771,-13.897,0.681919,
R02772,1.374,1.34489,
R02773,-3.92,0.470338,
R02774,0,2,
R02775,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R02776,2.3,1.11438,
R02777,2.3,1.11438,
R02778,-2.317,0.735634,
R02780,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves groups with unknown energies
R02781,3.92,0.470338,
R02782,-7.827,0.824554,
R02783,-6.354,0.856942,
R02785,-6.354,0.856942,
R02786,-6.354,0.856942,
R02788,-6.354,0.856942,
R02789,-1.7,0.632032,
R02790,-1.7,0.632032,
R02791,-1.7,0.632032,
R02792,2.3,1.11438,
R02793,2.3,1.11438,
R02794,-2.486,1.23168,
R02797,-0.463,0.848213,
R02798,-6.287,0.846721,
R02799,Not calculated,Not calculated,Charge imbalanced
R02800,2.21,1.10605,
R02801,-7.837,0.880078,
R02802,Not calculated,Not calculated,Involves unknown structures
R02804,Not calculated,Not calculated,Involves unknown structures
R02805,-9.313,0.746895,
R02806,Not calculated,Not calculated,Involves unknown structures
R02807,-4.26,1.04597,
R02808,-14.2,2.26382,
R02809,-5.2925,1.20243,
R02810,Not calculated,Not calculated,Involves groups with unknown energies
R02811,25.08,5.29028,
R02813,3.713,0.728869,
R02814,-5.757,1.20727,
R02815,17.367,1.44025,
R02816,Not calculated,Not calculated,Atoms imbalanced
R02817,-4.813,0.694983,
R02818,Not calculated,Not calculated,Atoms imbalanced
R02819,5.22,1.06983,
R02820,5.22,1.06983,
R02821,-36.386,2.45884,
R02822,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves groups with unknown energies
R02823,-94.4667,2.29393,
R02824,Not calculated,Not calculated,Involves unknown structures
R02825,4.992,2.01207,
R02826,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves groups with unknown energies
R02827,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R02828,-6.527,4.97303,
R02829,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves groups with unknown energies
R02830,-95.8267,1.31456,
R02831,-0.1,0.661856,
R02832,2.3,1.11438,
R02833,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R02834,2.3,1.11438,
R02836,2.3,1.11438,
R02837,-3.614,1.17862,
R02838,Not calculated,Not calculated,Involves unknown structures
R02839,-4.5,0.23673,
R02840,-0.75,1.13993,
R02841,13.57,1.55097,
R02842,-0.75,1.13993,
R02843,Not calculated,Not calculated,Involves unknown structures
R02846,-25.016,5.33896,
R02847,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves groups with unknown energies
R02848,-4.5,0.23673,
R02849,-4.5,0.23673,
R02850,-4.5,0.23673,
R02851,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves groups with unknown energies
R02852,-1.81,0.257149,
R02853,-2.317,0.735634,
R02854,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R02855,6.22,1.09509,
R02856,6.22,1.09509,
R02857,Not calculated,Not calculated,Involves groups with unknown energies
R02858,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R02859,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R02860,Not calculated,Not calculated,Involves unknown structures
R02861,2.63,1.13345,
R02862,-3.8,2.35135,
R02863,0,2,
R02864,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R02865,-4.5,0.23673,
R02866,-2.317,0.735634,
R02867,-4.5,0.23673,
R02868,-4.5,0.23673,
R02869,-10.46,2.36612,
R02872,-12.12,2.26949,
R02873,Not calculated,Not calculated,Involves unknown structures
R02874,-98.7167,2.45486,
R02875,-126.693,13.1992,
R02876,Not calculated,Not calculated,Involves unknown structures
R02877,-28.0397,0.779795,
R02878,5.22,1.06983,
R02879,Not calculated,Not calculated,Involves unknown structures
R02880,-48.3294,2.63172,
R02882,-4.36,2.22091,
R02884,Not calculated,Not calculated,Involves unknown structures
R02885,Not calculated,Not calculated,Involves unknown structures
R02886,Not calculated,Not calculated,H2O:-1|RWCHWW:10|WOW:1|RWOW:2|WCH2W:2|PrimOH:8|Origin:1|
R02887,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R02888,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R02889,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R02890,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R02892,13.57,1.55097,
R02893,13.57,1.55097,
R02894,-34.1397,1.27539,
R02895,Not calculated,Not calculated,Charge imbalanced
R02896,3.57,1.75645,
R02897,-1.7,0.632032,
R02898,8.37,1.84062,
R02899,-3.614,1.17862,
R02901,-8.013,0.685896,
R02902,-2.67,0.638381,
R02903,Not calculated,Not calculated,Involves unknown structures|Involves compounds with unlabeded atoms
R02904,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|Involves compounds with unlabeded atoms
R02905,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R02906,-15.139,2.58517,
R02907,-28.086,2.42366,
R02908,-24.0227,1.03587,
R02909,-92.0997,1.79826,
R02910,-6.74,2.32676,
R02911,-5.294,1.25997,
R02912,Not calculated,Not calculated,Involves unknown structures
R02914,2.773,1.1009,
R02915,15.877,2.57994,
R02917,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies
R02918,-7.34,0.814736,
R02919,-23.1527,1.36253,
R02920,-4.36,2.22091,
R02921,1.07,0.746895,
R02922,-7.553,2.75615,
R02923,-23.0227,1.06194,
R02924,-1.24,0.384678,
R02925,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R02926,-3.113,0.692797,
R02927,-6.06,0.353212,
R02928,3.57,1.75645,
R02929,-6.354,0.856942,
R02930,-0.463,0.848213,
R02931,-4.36,2.22091,
R02932,-1.7,0.632032,
R02933,-5.723,1.23618,
R02934,0,2,
R02935,6.22,1.09509,
R02936,6.22,1.09509,
R02937,6.556,0.845167,
R02938,-4.723,0.88056,
R02940,-9.803,1.17612,
R02941,-9.803,1.17612,
R02942,-3.683,0.840143,
R02943,-16.91,0.638982,
R02944,2.3,1.11438,
R02945,2.3,1.11438,
R02946,3.76,1.07969,
R02947,-1.67,0.611992,
R02948,-1.67,0.611992,
R02949,0,2,
R02950,Not calculated,Not calculated,Charge imbalanced
R02951,-1.7,0.632032,
R02952,-4.01,0.689804,
R02953,-0.597,1.2925,
R02954,1.51,1.16536,
R02955,-1.54,0.523643,
R02956,0,2,
R02957,-9.446,2.61036,
R02959,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies
R02960,-0.607,2.61041,
R02961,-14.2,2.26382,
R02962,Not calculated,Not calculated,Involves unknown structures
R02963,1.503,0.717408,
R02964,Not calculated,Not calculated,Charge imbalanced
R02965,-29.9955,2.92898,
R02966,Not calculated,Not calculated,Involves unknown structures
R02967,-70.6907,2.90491,
R02968,-70.6907,2.90491,
R02969,8.68,1.14004,
R02970,2.46,0.183,
R02971,-4.5,0.23673,
R02972,-3.09,0.5417,
R02973,-0.463,0.848213,
R02974,-8.883,1.24787,
R02975,0.74,1.22656,
R02976,-4.5,0.23673,
R02978,3.76,1.07969,
R02979,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R02980,Not calculated,Not calculated,Involves unknown structures
R02982,-4.36,2.22091,
R02983,-4.583,2.15919,
R02984,0,2,
R02985,3.113,0.692797,
R02986,-2.486,1.23168,
R02987,Not calculated,Not calculated,Involves unknown structures
R02988,15,1.26077,
R02989,15,1.26077,
R02990,0,2,
R02991,-13.443,1.10582,
R02992,-18.003,2.16009,
R02993,Not calculated,Not calculated,Charge imbalanced
R02994,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R02995,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R02996,0,2,
R02997,-2.143,0.675486,
R02998,0,2,
R02999,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R03000,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R03001,0,2,
R03003,-14.2,2.26382,
R03004,-9.313,0.746895,
R03005,1.07,0.746895,
R03006,-95.8267,1.31456,
R03008,-110.08,0.830319,
R03009,-110.08,0.830319,
R03012,5.22,1.06983,
R03013,-2.317,0.735634,
R03014,-4.5,0.23673,
R03015,Not calculated,Not calculated,Involves unknown structures
R03016,Not calculated,Not calculated,Involves unknown structures
R03017,Not calculated,Not calculated,Involves unknown structures
R03018,-4.5,0.23673,
R03019,-7.98,2.35834,
R03020,-12.68,0.938406,
R03021,6.22,1.09509,
R03022,6.22,1.09509,
R03023,-96.6567,1.60765,
R03024,-2.317,0.735634,
R03025,-11.6665,1.34827,
R03026,2.163,0.767366,
R03027,2.163,0.767366,
R03028,-4.9,0.530953,
R03030,4.63,0.781914,
R03031,-0.89,0.482802,
R03032,-8.167,0.693353,
R03033,-8.167,0.693353,
R03034,-5.723,1.23618,
R03035,1.07,0.746895,
R03036,-9.313,0.746895,
R03037,-12.223,0.905699,
R03038,-7.34,0.814736,
R03039,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves groups with unknown energies
R03040,10.777,1.27871,
R03041,Not calculated,Not calculated,Involves unknown structures
R03042,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R03043,5.22,1.06983,
R03044,-5.22,1.06983,
R03045,-0.307,0.714296,
R03046,2.16,0.729904,
R03048,3.67,1.09642,
R03049,-2.143,0.675486,
R03050,3.66,0.602159,
R03051,-3.76,1.07969,
R03052,2.46,0.183,
R03053,0,2,
R03054,-3.67,1.09642,
R03055,-5.283,1.51044,
R03056,-5.294,1.25997,
R03057,-3.633,1.95984,
R03058,-16.027,2.01813,
R03059,-9.306,2.12024,
R03060,-2.317,0.735634,
R03062,-3.683,0.840143,
R03063,0,2,
R03064,3.614,1.17862,
R03065,-3.614,1.17862,
R03066,-18.917,1.34478,
R03067,-22.66,1.342,
R03069,-0.913,1.1088,
R03070,-1.45,0.587767,
R03071,Not calculated,Not calculated,Involves unknown structures
R03072,Not calculated,Not calculated,Involves unknown structures
R03073,0,2,
R03075,0,2,
R03076,Not calculated,Not calculated,Involves unknown structures
R03077,1.07,0.746895,
R03078,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R03079,Not calculated,Not calculated,Involves unknown structures
R03080,5.22,1.06983,
R03081,0.75,0.292867,
R03082,-4.046,1.52188,
R03083,-16.934,1.12916,
R03084,-8.477,0.974976,
R03085,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies
R03086,Not calculated,Not calculated,Involves unknown structures
R03087,Not calculated,Not calculated,Involves unknown structures
R03088,-95.8267,1.31456,
R03089,-96.1867,1.35632,
R03090,-95.8267,1.31456,
R03091,-1.7,0.632032,
R03092,-105.76,1.12355,
R03093,1.804,5.0478,
R03094,30.13,1.0813,
R03095,-6.354,0.856942,
R03096,-4.723,0.88056,
R03097,-92.0997,1.79826,
R03098,22.1,0.708061,
R03099,16.709,1.2253,
R03102,-9.803,1.17612,
R03103,-9.803,1.17612,
R03104,6.22,1.09509,
R03105,-10.606,0.961294,
R03106,-20.456,6.03296,
R03107,-2.143,0.675486,
R03109,-3.614,1.17862,
R03110,-4.5,0.23673,
R03111,-4.36,2.22091,
R03112,-4.36,2.22091,
R03113,Not calculated,Not calculated,Charge imbalanced
R03114,0.75,1.13993,
R03115,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R03116,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R03118,Not calculated,Not calculated,Atoms imbalanced|H imbalanced
R03119,5.22,1.06983,
R03120,Not calculated,Not calculated,Charge imbalanced
R03121,Not calculated,Not calculated,Charge imbalanced
R03122,Not calculated,Not calculated,Atoms imbalanced|H imbalanced|Involves compounds with unlabeded atoms
R03123,0.75,1.13993,
R03124,-95.8267,1.31456,
R03125,-191.653,2.62911,
R03126,-120.407,1.62729,
R03127,-11.75,1.08621,
R03128,-7.66,0.978017,
R03129,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R03130,-4.36,2.22091,
R03131,-2.95,1.05056,
R03132,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R03133,-2.95,1.05056,
R03134,-2.95,1.05056,
R03135,Not calculated,Not calculated,Involves unknown structures|Involves compounds with unlabeded atoms
R03136,Not calculated,Not calculated,Involves unknown structures
R03137,Not calculated,Not calculated,Involves unknown structures
R03138,-2.27,1.35671,
R03139,-24.0227,1.03587,
R03140,-124.36,0.609072,
R03141,Not calculated,Not calculated,Atoms imbalanced|Charge imbalanced|H imbalanced
R03142,Not calculated,Not calculated,Involves unknown structures
R03143,Not calculated,Not calculated,Involves unknown structures
R03145,Not calculated,Not calculated,Involves unknown structures
R03146,Not calculated,Not calculated,Involves unknown structures
R03147,Not calculated,Not calculated,Involves unknown structures
R03148,-9.45,0.77092,
R03149,1.07,0.746895,
R03150,Not calculated,Not calculated,Involves unknown structures
R03151,Not calculated,Not calculated,Involves unknown structures
R03153,-1.54,0.523643,
R03154,0,2,
R03155,4.76,1.12931,
R03156,Not calculated,Not calculated,Involves unknown structures
R03157,1.06,1.21342,
R03158,5.757,1.20727,
R03161,-4.5,0.23673,
R03162,-3.113,0.692797,
R03163,0,2,
R03164,Not calculated,Not calculated,Involves unknown structures
R03165,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R03166,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R03167,Not calculated,Not calculated,Involves unknown structures
R03168,1.386,1.68781,
R03169,15.99,1.18177,
R03170,-76.7937,1.56846,
R03171,-8.136,1.5977,
R03172,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R03173,Not calculated,Not calculated,Involves unknown structures
R03174,0,2,
R03175,Not calculated,Not calculated,Involves unknown structures
R03176,2.3,1.11438,
R03177,-9.803,1.17612,
R03178,-4.09,0.595908,
R03180,-4.723,0.88056,
R03181,0,2,
R03182,-24.624,1.62806,
R03183,-0.86,2.09333,
R03184,-29.4097,0.804858,
R03185,Not calculated,Not calculated,Involves unknown structures
R03186,Not calculated,Not calculated,Charge imbalanced
R03187,-14.36,1.94737,
R03188,2.817,1.57336,
R03189,-8.7,0.983542,
R03190,0,2,
R03191,15.33,1.1998,
R03192,15.33,1.1998,
R03193,-6.354,0.856942,
R03194,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R03195,Not calculated,Not calculated,Involves unknown structures
R03197,Not calculated,Not calculated,Involves compounds with unlabeded atoms
R03198,-9.803,1.17612,
R03199,-86.57,9.87737,
R03200,Not calculated,Not calculated,Involves groups with unknown energies
R03201,Not calculated,Not calculated,Involves unknown structures
